trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1018,False,"{'a': 0.5, 'e': 0.07847305198072071}",25,12,17.257875502107836,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.5, 'e': 0.07827711437482712}",20,8,24.218795346127074,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.5, 'e': 0.07808166600115313}",25,12,21.603974232773073,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.5, 'e': 0.07788670563814586}",30,18,21.957553819110373,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.5, 'e': 0.07769223206730236}",25,17,15.897302823287236,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.5, 'e': 0.07749824407316218}",20,9,-13.402234211618014,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
1024,False,"{'a': 0.5, 'e': 0.07730474044329974}",20,13,11.207371242211053,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.5, 'e': 0.07711171996831671}",35,18,32.22872450707829,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.5, 'e': 0.0769191814418345}",20,10,13.904408602005095,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.5, 'e': 0.07672712366048669}",25,10,14.401124692537,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.5, 'e': 0.07653554542391151}",25,14,20.839951992709253,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.5, 'e': 0.07634444553474434}",20,5,12.074771140543652,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1030,False,"{'a': 0.5, 'e': 0.07615382279861033}",25,15,7.024452025568475,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1031,False,"{'a': 0.5, 'e': 0.07596367602411669}",25,14,-20.74050865483146,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1032,False,"{'a': 0.5, 'e': 0.07577400402284548}",20,10,-36.35207426204105,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1033,False,"{'a': 0.5, 'e': 0.07558480560934608}",25,17,14.878234810703978,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.5, 'e': 0.07539607960112776}",25,15,18.3286624051488,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'a': 0.5, 'e': 0.0752078248186524}",30,17,22.927602410329996,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.5, 'e': 0.07502004008532698}",20,12,15.096925679421485,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.5, 'e': 0.07483272422749625}",25,8,22.940245184854515,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.5, 'e': 0.07464587607443557}",25,14,19.298260114286908,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.5, 'e': 0.07445949445834335}",25,14,18.175591426891728,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.5, 'e': 0.07427357821433388}",20,14,10.963876655137284,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.5, 'e': 0.07408812618043001}",25,14,22.63033618043303,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1042,False,"{'a': 0.5, 'e': 0.07390313719755595}",20,12,16.90851213234208,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.5, 'e': 0.07371861010952994}",25,15,20.176388967000996,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.5, 'e': 0.0735345437630571}",25,17,13.411313376557914,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.5, 'e': 0.0733509370077221}",25,17,13.902553490827053,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'a': 0.5, 'e': 0.07316778869598221}",35,23,20.519250677541486,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'a': 0.5, 'e': 0.07298509768315985}",20,11,4.297289910954099,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1048,False,"{'a': 0.5, 'e': 0.07280286282743559}",20,7,27.09184612067512,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'a': 0.5, 'e': 0.07262108298984098}",30,15,2.9873162418597943,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1050,False,"{'a': 0.5, 'e': 0.07243975703425147}",30,23,12.843214485090328,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.5, 'e': 0.07225888382737922}",20,14,-30.286901125594884,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1052,False,"{'a': 0.5, 'e': 0.0720784622387661}",30,4,42.666469195105485,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'a': 0.5, 'e': 0.07189849114077662}",20,9,18.955819622281567,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.5, 'e': 0.07171896940859078}",30,22,17.874014220072567,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.5, 'e': 0.07153989592019722}",20,10,-23.036728878259865,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1056,False,"{'a': 0.5, 'e': 0.07136126955638605}",25,15,-14.082172773677973,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
1057,False,"{'a': 0.5, 'e': 0.07118308920074191}",20,15,9.04873379559308,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1058,False,"{'a': 0.5, 'e': 0.07100535373963698}",20,10,7.057141932346036,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1059,False,"{'a': 0.5, 'e': 0.07082806206222406}",25,12,-44.71544102000609,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 1}",1
1060,False,"{'a': 0.5, 'e': 0.0706512130604296}",20,15,-11.432392482575146,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
1061,False,"{'a': 0.5, 'e': 0.07047480562894673}",30,17,23.645514042342427,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1062,False,"{'a': 0.5, 'e': 0.07029883866522844}",20,15,10.00973058221448,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1063,False,"{'a': 0.5, 'e': 0.07012331106948068}",20,8,14.912578361100845,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1064,False,"{'a': 0.5, 'e': 0.06994822174465536}",25,17,12.921170603971376,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'a': 0.5, 'e': 0.06977356959644364}",30,10,25.706133217267336,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1066,False,"{'a': 0.5, 'e': 0.06959935353326901}",25,5,35.72048365655398,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1067,False,"{'a': 0.5, 'e': 0.06942557246628055}",25,7,36.07619295680617,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.5, 'e': 0.06925222530934598}",20,8,21.76709405764597,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1069,False,"{'a': 0.5, 'e': 0.06907931097904504}",35,15,29.307186982442357,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.5, 'e': 0.06890682839466256}",20,15,12.003113199915706,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1071,False,"{'a': 0.5, 'e': 0.06873477647818187}",30,10,35.520877141876646,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.5, 'e': 0.06856315415427791}",20,8,20.430350024610544,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1073,False,"{'a': 0.5, 'e': 0.06839196035031062}",30,17,-24.571408512851455,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1074,False,"{'a': 0.5, 'e': 0.06822119399631812}",25,10,24.951428028174007,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'a': 0.5, 'e': 0.0680508540250102}",25,16,16.692814788683705,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1076,False,"{'a': 0.5, 'e': 0.06788093937176144}",30,18,22.319855166243237,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.5, 'e': 0.06771144897460472}",20,16,8.135032891843101,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.5, 'e': 0.06754238177422452}",20,13,12.208550092608208,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'a': 0.5, 'e': 0.06737373671395024}",20,16,6.950219702662686,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'a': 0.5, 'e': 0.06720551273974976}",25,20,8.616141622256132,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.5, 'e': 0.06703770880022267}",30,20,21.666454418172844,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.5, 'e': 0.0668703238465938}",25,17,15.559544185865194,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.5, 'e': 0.06670335683270666}",25,0,17.368498234916313,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1084,False,"{'a': 0.5, 'e': 0.06653680671501686}",25,4,14.834948367368742,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
1085,False,"{'a': 0.5, 'e': 0.06637067245258561}",20,8,27.057166987250987,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.5, 'e': 0.06620495300707324}",20,5,18.25787112242509,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.5, 'e': 0.06603964734273264}",20,11,16.854715430310932,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.5, 'e': 0.06587475442640295}",20,12,14.271333524217766,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.5, 'e': 0.06571027322750285}",25,0,31.8449527068336,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1090,False,"{'a': 0.5, 'e': 0.06554620271802433}",30,14,31.323120232180774,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.5, 'e': 0.06538254187252616}",20,10,5.946837307090824,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1092,False,"{'a': 0.5, 'e': 0.06521928966812753}",25,3,29.6870303153216,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1093,False,"{'a': 0.5, 'e': 0.06505644508450162}",20,11,-0.7987700427347906,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1094,False,"{'a': 0.5, 'e': 0.06489400710386926}",25,7,19.86472923415397,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1095,False,"{'a': 0.5, 'e': 0.06473197471099253}",20,16,8.844745712594417,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'a': 0.5, 'e': 0.06457034689316847}",25,6,18.67096636626914,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.5, 'e': 0.0644091226402227}",25,18,13.206215170720638,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.5, 'e': 0.06424830094450308}",20,5,24.020144241887618,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.5, 'e': 0.06408788080087352}",25,16,18.245322854084623,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.5, 'e': 0.06392786120670757}",20,10,18.093118473134474,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.5, 'e': 0.06376824116188227}",25,11,22.914126145793382,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.5, 'e': 0.0636090196687718}",25,8,33.0176087796722,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.5, 'e': 0.06345019573224134}",20,14,11.19101026924769,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1104,False,"{'a': 0.5, 'e': 0.0632917683596407}",20,12,12.240555240755526,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.5, 'e': 0.06313373656079838}",35,22,22.96530029692686,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1106,False,"{'a': 0.5, 'e': 0.06297609934801507}",25,5,30.238127949656544,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.5, 'e': 0.0628188557360577}",20,9,1.5941419740520009,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1108,False,"{'a': 0.5, 'e': 0.06266200474215315}",20,11,13.90477910350044,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.5, 'e': 0.06250554538598223}",20,7,22.724555911142918,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.5, 'e': 0.06234947668967342}",25,2,33.335298354405616,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.5, 'e': 0.0621937976777969}",20,6,19.83581974573855,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.5, 'e': 0.06203850737735829}",20,14,11.848937258135393,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.5, 'e': 0.061883604817792766}",30,8,37.36880846463285,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.5, 'e': 0.06172908903095879}",30,16,25.368587565680507,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.5, 'e': 0.0615749590511322}",25,10,29.879935882866153,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.5, 'e': 0.06142121391500013}",20,9,23.468414450577708,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.5, 'e': 0.06126785266165495}",20,6,-28.737193489999736,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1118,False,"{'a': 0.5, 'e': 0.06111487433258835}",20,14,10.455484566392196,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.5, 'e': 0.06096227797168528}",30,18,22.159873347179943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.5, 'e': 0.060810062625217945}",20,10,19.999343554823618,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.5, 'e': 0.060658227341839996}",20,14,8.430074346287613,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.5, 'e': 0.06050677117258039}",25,12,13.220520347393034,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1123,False,"{'a': 0.5, 'e': 0.06035569317083757}",20,6,23.50562232641794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.5, 'e': 0.06020499239237355}",20,12,12.98042851829099,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.5, 'e': 0.06005466789530794}",25,19,4.125570174074073,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.5, 'e': 0.05990471874011218}",25,7,22.75437465134924,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.5, 'e': 0.05975514398960354}",20,10,17.666741208525885,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.5, 'e': 0.05960594270893936}",20,13,4.644147815396869,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1129,False,"{'a': 0.5, 'e': 0.05945711396561111}",25,15,5.812451610721748,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1130,False,"{'a': 0.5, 'e': 0.05930865682943872}",25,3,2.972757282336559,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
1131,False,"{'a': 0.5, 'e': 0.05916057037256458}",25,12,24.750445912997428,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.5, 'e': 0.059012853669447835}",25,15,15.286207496059692,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.5, 'e': 0.05886550579685863}",25,16,16.70770830335999,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1134,False,"{'a': 0.5, 'e': 0.05871852583387228}",30,16,24.69699282386817,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.5, 'e': 0.05857191286186353}",30,12,28.523238146343797,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.5, 'e': 0.05842566596450083}",20,13,11.004174718416667,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1137,False,"{'a': 0.5, 'e': 0.058279784227740564}",20,16,8.459950227834973,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.5, 'e': 0.058134266739821465}",20,8,16.365715046671735,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.5, 'e': 0.057989112591258725}",20,11,16.232391650616673,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1140,False,"{'a': 0.5, 'e': 0.05784432087483846}",30,18,19.042753986527348,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.5, 'e': 0.057699890685611946}",30,11,28.704644267495976,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.5, 'e': 0.05755582112089004}",35,25,18.880123778732493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.5, 'e': 0.057412111280237516}",25,11,22.219153638609548,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.5, 'e': 0.05726876026546735}",25,15,6.077741160826899,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1145,False,"{'a': 0.5, 'e': 0.057125767180635265}",35,24,19.422917566998915,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1146,False,"{'a': 0.5, 'e': 0.05698313113203403}",20,14,0.3334066757123908,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1147,False,"{'a': 0.5, 'e': 0.05684085122818787}",25,14,-4.826295143811923,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1148,False,"{'a': 0.5, 'e': 0.05669892657984691}",25,19,9.317132664041186,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1149,False,"{'a': 0.5, 'e': 0.05655735629998163}",25,14,16.131173237771108,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1150,False,"{'a': 0.5, 'e': 0.05641613950377734}",25,17,17.267759537799503,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.5, 'e': 0.0562752753086286}",25,17,14.347188935287852,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.5, 'e': 0.056134762834133725}",20,12,15.581966578838118,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.5, 'e': 0.055994601202089295}",25,20,8.768728223105644,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.5, 'e': 0.05585478953648463}",20,10,16.119972203267608,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.5, 'e': 0.055715326963496396}",25,16,20.154435965370002,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.5, 'e': 0.05557621261148306}",30,14,-15.094454416511427,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1157,False,"{'a': 0.5, 'e': 0.05543744561097946}",20,15,11.041190613478182,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.5, 'e': 0.05529902509469138}",25,20,8.931873638823266,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.5, 'e': 0.05516095019749016}",30,13,25.386451978339583,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1160,False,"{'a': 0.5, 'e': 0.05502322005640723}",25,3,22.82633303683594,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1161,False,"{'a': 0.5, 'e': 0.054885833810628774}",20,10,16.31831064991372,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.5, 'e': 0.054748790601490266}",20,16,6.893622610308045,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.5, 'e': 0.05461208957247126}",25,14,21.75501071446557,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'a': 0.5, 'e': 0.05447572986918986}",20,9,23.213861248668504,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.5, 'e': 0.054339710639397465}",25,14,20.090453751988015,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'a': 0.5, 'e': 0.054204031032973464}",30,15,24.705050384304382,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.5, 'e': 0.05406869020191986}",30,16,16.48011040700984,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1168,False,"{'a': 0.5, 'e': 0.05393368730035602}",25,15,-0.0017297791490342718,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1169,False,"{'a': 0.5, 'e': 0.053799021484513376}",25,10,24.9288454821767,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.5, 'e': 0.053664691912730114}",20,10,8.865883706715993,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1171,False,"{'a': 0.5, 'e': 0.05353069774544601}",20,13,0.7634742676574038,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1172,False,"{'a': 0.5, 'e': 0.05339703814519708}",35,15,21.246048343355106,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1173,False,"{'a': 0.5, 'e': 0.05326371227661038}",30,17,21.708615130818806,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1174,False,"{'a': 0.5, 'e': 0.05313071930639878}",20,0,35.85606700329772,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.5, 'e': 0.0529980584033558}",20,14,9.382844498928955,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.5, 'e': 0.05286572873835037}",30,12,32.001275398720324,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.5, 'e': 0.05273372948432163}",20,0,17.17999941119925,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1178,False,"{'a': 0.5, 'e': 0.05260205981627384}",20,12,15.776485006735982,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.5, 'e': 0.0524707189112711}",25,12,22.687466044671318,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.5, 'e': 0.05233970594843238}",20,7,19.321115196763007,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.5, 'e': 0.05220902010892622}",25,6,32.505334515731576,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'a': 0.5, 'e': 0.0520786605759657}",25,15,17.727364902685267,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.5, 'e': 0.05194862653480329}",30,17,26.25466118831627,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.5, 'e': 0.05181891717272583}",20,12,15.319029620340157,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.5, 'e': 0.05168953167904939}",25,17,12.665382191011243,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.5, 'e': 0.0515604692451142}",25,18,14.177871506478215,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.5, 'e': 0.05143172906427961}",25,15,16.795019263886946,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.5, 'e': 0.051303310331919115}",20,14,7.291982811514826,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.5, 'e': 0.05117521224541519}",35,24,20.474820742996577,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.5, 'e': 0.05104743400415439}",20,7,-18.506288426560594,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1191,False,"{'a': 0.5, 'e': 0.05091997480952229}",20,4,16.820968407400184,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.5, 'e': 0.0507928338648985}",20,6,2.2831875268696638,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1193,False,"{'a': 0.5, 'e': 0.05066601037565171}",20,10,14.278883713938564,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.5, 'e': 0.050539503549134696}",20,6,29.39256791654016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.5, 'e': 0.050413312594679356}",20,10,18.025164373647485,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.5, 'e': 0.050287436723591865}",25,3,37.77533502697424,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.5, 'e': 0.050161875149147585}",25,6,32.607706443932464,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.5, 'e': 0.05003662708658629}",20,12,15.697923140827431,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.5, 'e': 0.04991169175310715}",20,0,32.25491262812348,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",20,2,24.255578961488652,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
